,,,,,BI,BI,BI,PD,PD,PD,PIP,PIP,PIP,COMP,COMP,COMP,COLL,COLL,COLL,BI,PD,PIP,COMP,COLL,BI,PD,PIP,COMP,COLL,BI,PD,PIP,COMP,COLL,,,BI,PD,PIP,COMP,COLL,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,ND,2014.0000000000,Q3,2014 Q3,75152.0000000000,2084128.0000000000,103.0000000000,75152.0000000000,5491107.0000000000,1712.0000000000,75152.0000000000,2437139.0000000000,515.0000000000,56777.0000000000,8800073.0000000000,4466.0000000000,56625.0000000000,7185504.0000000000,2341.0000000000,0.0013705557,0.0227804982,0.0068527784,0.0786586118,0.0413421634,20234.2524271845,3207.4223130841,4732.3087378641,1970.4596954769,3069.4164886801,27.7321694699,73.0666781989,32.4294629551,154.9936241788,126.8963178808,19857.6000308191,0.7156932843,0.0009808975,0.0163038496,0.0049044875,0.0562954402,0.0295883087,0.2524065605,0.7475934395,2284.9357543952,15.8750000000,20.8750000000,0.3533816503,0.8871048240,0.1128951760,0.0543514770,0.0741619115,0.8946935924,5.5150000000,#REF!,566175.2317224040,45713.2346792665,66.8166449611,3.5240260974,2.9718050113,0.0129150000,0.0327850835,No-Fault,Proportional Comparative Fault 50%,C,524115.2500000000,176587.1387500000,2.9680261751
Ohio,OH,2014.0000000000,Q3,2014 Q3,1161568.0000000000,106287341.0000000000,8996.0000000000,1161568.0000000000,106886020.0000000000,36515.0000000000,0.0000000000,0.0000000000,0.0000000000,1016822.0000000000,50636073.0000000000,44314.0000000000,937111.0000000000,132187870.0000000000,46332.0000000000,0.0077447037,0.0314359555,0.0000000000,0.0435808824,0.0494413148,11814.9556469542,2927.1811584280,0.0000000000,1142.6653653473,2853.0577138911,91.5033308424,92.0187367421,0.0000000000,49.7983649056,141.0589247165,14194.7574047420,1.0012112627,0.0077540846,0.0314740327,0.0000000000,0.0436336703,0.0495012013,0.7048065093,0.2951934907,2571.6261946542,22.2000000000,26.8250000000,0.3414544013,0.8057033391,0.1942966609,0.0465676983,0.0757774101,0.9139422926,10.4675000000,#REF!,739631.5936725830,214926.0181986040,23.9869444895,4.2872927444,2.7307470172,0.0043300000,0.0369081636,Tort,Proportional Comparative Fault 51%,N,7944535.5000000000,262337.3610000000,30.2836602065
Oklahoma,OK,2014.0000000000,Q3,2014 Q3,430642.0000000000,41684917.0000000000,3691.0000000000,430642.0000000000,47069019.0000000000,14101.0000000000,0.0000000000,0.0000000000,0.0000000000,311251.0000000000,24673227.0000000000,12191.0000000000,306167.0000000000,55626210.0000000000,15060.0000000000,0.0085709243,0.0327441355,0.0000000000,0.0391677456,0.0491888414,11293.6648604714,3337.9915608822,0.0000000000,2023.8886883767,3693.6394422311,96.7971470502,109.2996479675,0.0000000000,79.2711573617,181.6858446534,19551.9298387638,0.7268822618,0.0062300529,0.0238011313,0.0000000000,0.0284703395,0.0357544963,0.5649021846,0.4350978154,2826.6764891582,19.6000000000,25.1000000000,0.3554534823,0.7674502761,0.2325497239,0.0590534241,0.0778400335,0.9286190784,7.0700000000,#REF!,670334.7575869500,106945.2090608690,26.9640083894,4.2691531711,2.3253352975,0.0052700000,0.0350618980,Tort,Proportional Comparative Fault 50%,N,2443555.7500000000,234255.1375000000,10.4311725074
Oregon,OR,2014.0000000000,Q3,2014 Q3,459093.0000000000,62843145.0000000000,5194.0000000000,459093.0000000000,43857715.0000000000,15312.0000000000,459093.0000000000,25033809.0000000000,8726.0000000000,399033.0000000000,17943416.0000000000,18801.0000000000,358497.0000000000,44653143.0000000000,15726.0000000000,0.0113136118,0.0333527194,0.0190070421,0.0471164039,0.0438664759,12099.1807855218,2864.2708333333,2868.8756589503,954.3862560502,2839.4469668066,136.8854349772,95.5312213430,54.5288405617,44.9672483228,124.5565318538,12357.3377152099,1.1500819442,0.0130115807,0.0383583604,0.0218596560,0.0541877254,0.0504500419,0.6079768584,0.3920231416,2766.0710941820,22.5500000000,25.6000000000,0.4080662305,0.8217055796,0.1782944204,0.0346851351,0.0734734967,0.8140909809,6.6725000000,#REF!,675070.6433922980,114327.4288918160,29.3799949709,6.6925411265,1.9245960790,0.0022250000,0.0377835236,Tort,Proportional Comparative Fault 51%,C,2782427.7500000000,149846.4880000000,18.5685216059
Pennsylvania,PA,2014.0000000000,Q3,2014 Q3,1680429.0000000000,161790016.0000000000,7258.0000000000,1680429.0000000000,179618204.0000000000,56674.0000000000,1680429.0000000000,83217247.0000000000,27861.0000000000,1455921.0000000000,125388295.0000000000,85795.0000000000,1359222.0000000000,243151065.0000000000,84241.0000000000,0.0043191352,0.0337259117,0.0165796948,0.0589283347,0.0619773665,22291.2670157068,3169.3228640999,2986.8722228204,1461.4872078793,2886.3743901426,96.2789954232,106.8883029274,49.5214299444,86.1230073610,178.8898833303,11173.7279742555,1.2719077301,0.0054935414,0.0428962477,0.0210878420,0.0749514044,0.0788294915,0.6408433624,0.3591566376,3496.1525089882,26.0250000000,27.3000000000,0.3164046705,0.7828247303,0.2171752697,0.0327101081,0.0842020405,0.8498736950,11.0900000000,#REF!,649074.7358829670,236443.0043318310,37.1525855842,13.8560466322,6.5754962122,0.0052375000,0.0364640471,Choice No-Fault,Proportional Comparative Fault 51%,C,8910878.2500000000,250334.8042500000,35.5958424427
Rhode Island,RI,2014.0000000000,Q3,2014 Q3,108131.0000000000,25358727.0000000000,1744.0000000000,107389.0000000000,18672606.0000000000,5291.0000000000,0.0000000000,0.0000000000,0.0000000000,84971.0000000000,4842447.0000000000,4841.0000000000,79242.0000000000,20377242.0000000000,5514.0000000000,0.0161285848,0.0492694783,0.0000000000,0.0569723788,0.0695843114,14540.5544724771,3529.1260631261,0.0000000000,1000.2989051849,3695.5462459195,234.5185654438,173.8781998156,0.0000000000,56.9894081510,257.1520405845,10288.4031741613,1.3813563431,0.0222793229,0.0680587063,0.0000000000,0.0786991569,0.0961207299,0.8853755974,0.1146244026,3349.0761652409,23.4000000000,29.2250000000,0.3356524832,0.8612209746,0.1387790254,0.0311321745,0.0730075661,0.8788220358,10.1900000000,#REF!,680251.7001243340,313346.4449594490,35.2900998791,12.9081111450,3.4417647699,0.0035900000,0.0354127520,Tort,Pure Comparative Fault,N,748560.7500000000,12800.1972500000,58.4804074015
South Carolina,SC,2014.0000000000,Q3,2014 Q3,682414.0000000000,99689550.0000000000,7846.0000000000,682414.0000000000,71611155.0000000000,23844.0000000000,157544.0000000000,4772914.0000000000,2857.0000000000,544206.0000000000,62639041.0000000000,58028.0000000000,511024.0000000000,77159561.0000000000,27200.0000000000,0.0114974195,0.0349406665,0.0181346164,0.1066287399,0.0532264629,12705.7800152944,3003.3197030700,1670.6034301715,1079.4623457641,2836.7485661765,146.0836823395,104.9379921866,30.2957522978,115.1017096467,150.9900924418,13814.9246163326,1.0287389457,0.0118278432,0.0359448244,0.0186557861,0.1096931374,0.0547561354,0.5445280761,0.4554719239,2801.1742379733,22.0750000000,28.3500000000,0.3080746594,0.8380741603,0.1619258397,0.0580425563,0.0658965207,0.9197285020,11.6050000000,#REF!,671879.5814820260,198053.6915056690,18.7968373501,8.8367137657,2.4814952901,0.0036625000,0.0363281792,Tort,Proportional Comparative Fault 51%,N,3597252.2500000000,155295.9585000000,23.1638497534
South Dakota,SD,2014.0000000000,Q3,2014 Q3,90238.0000000000,7534659.0000000000,354.0000000000,90238.0000000000,5606034.0000000000,1838.0000000000,0.0000000000,0.0000000000,0.0000000000,67174.0000000000,38997099.0000000000,14643.0000000000,67358.0000000000,7280776.0000000000,2338.0000000000,0.0039229593,0.0203683592,0.0000000000,0.2179861256,0.0347100567,21284.3474576271,3050.0729053319,0.0000000000,2663.1905347265,3114.1043627032,83.4976284935,62.1249806068,0.0000000000,580.5385863578,108.0907390362,15121.7852222142,0.9398328819,0.0036869261,0.0191428538,0.0000000000,0.2048705286,0.0326216526,0.3015077255,0.6984922745,1831.5520523099,15.0750000000,19.1500000000,0.3161582064,0.8372048224,0.1627951776,0.0564819906,0.0814408143,0.8847416610,6.0975000000,#REF!,380265.3963439660,40160.0406958603,53.0946307359,7.8167557508,4.0383432043,0.0099850000,0.0407718241,Tort,Pure Comparative Fault,O,608341.7500000000,167762.9530000000,3.6261983896
Tennessee,TN,2014.0000000000,Q3,2014 Q3,602550.0000000000,61307920.0000000000,4262.0000000000,602550.0000000000,60865814.0000000000,18415.0000000000,0.0000000000,0.0000000000,0.0000000000,492508.0000000000,33974090.0000000000,22774.0000000000,460937.0000000000,84068984.0000000000,25280.0000000000,0.0070732719,0.0305617791,0.0000000000,0.0462408732,0.0548448053,14384.7770999531,3305.2301927776,0.0000000000,1491.7928339334,3325.5136075949,101.7474400465,101.0137150444,0.0000000000,68.9818033413,182.3871461827,15618.2751104950,0.9099565019,0.0064363698,0.0278098896,0.0000000000,0.0420771833,0.0499063871,0.6466647038,0.3533352962,1991.7369594182,22.7000000000,28.4500000000,0.3281223139,0.9213938278,0.0786061722,0.0504135461,0.0708435959,0.9276026541,12.7625000000,#REF!,729169.2225753790,185037.4203664710,16.8059214657,4.5151703390,0.4536005702,0.0057625000,0.0368093744,Tort,Proportional Comparative Fault 50%,N,4611149.5000000000,202278.6627500000,22.7960252323
Texas,TX,2014.0000000000,Q3,2014 Q3,2337868.0000000000,274365622.0000000000,22124.0000000000,2337868.0000000000,343335619.0000000000,105018.0000000000,1431170.0000000000,43869177.0000000000,23424.0000000000,1876059.0000000000,174420821.0000000000,133103.0000000000,1833945.0000000000,401339780.0000000000,115582.0000000000,0.0094633230,0.0449204147,0.0163670284,0.0709481951,0.0630237003,12401.2665883204,3269.3025862233,1872.8303022541,1310.4199078909,3472.3380803239,117.3571912529,146.8584278496,30.6526666993,92.9719273221,218.8395944262,15607.3571757012,0.9105930507,0.0086172362,0.0409042174,0.0149037023,0.0646049334,0.0573889435,0.7178668323,0.2821331677,2760.4754512434,25.1500000000,28.7500000000,0.3692877945,0.7491278747,0.2508721253,0.0416270829,0.0551658171,0.9096189212,6.2025000000,#REF!,705167.1983884530,159627.8086141060,42.1834256249,9.8363723730,3.3345636000,0.0046425000,0.0306587584,Tort,Proportional Comparative Fault 51%,O,15598368.0000000000,677076.3715000000,23.0378265386
Utah,UT,2014.0000000000,Q3,2014 Q3,313100.0000000000,33394456.0000000000,2288.0000000000,313100.0000000000,31931193.0000000000,10025.0000000000,313100.0000000000,7649054.0000000000,5016.0000000000,263122.0000000000,15270962.0000000000,26504.0000000000,251315.0000000000,34413141.0000000000,11137.0000000000,0.0073075695,0.0320185244,0.0160204408,0.1007289394,0.0443149036,14595.4790209790,3185.1564089776,1524.9310207337,576.1757470570,3089.9830295412,106.6574768445,101.9840083041,24.4300670712,58.0375719248,136.9323001015,14574.4476315020,0.9751279324,0.0071258151,0.0312221575,0.0156219793,0.0982236024,0.0432127003,0.7335701647,0.2664298353,2976.6556443617,21.2250000000,24.8125000000,0.3993302988,0.8911349028,0.1088650972,0.0665821235,0.0550260555,0.8787537192,3.5400000000,#REF!,785985.9587076840,102532.3551063770,16.1221917087,17.2172481983,2.7989986028,0.0056050000,0.0347796579,No-Fault,Proportional Comparative Fault 50%,C,1787227.7500000000,97316.8985000000,18.3650298925
Vermont,VT,2014.0000000000,Q3,2014 Q3,55849.0000000000,4486519.0000000000,240.0000000000,55849.0000000000,4678866.0000000000,1679.0000000000,0.0000000000,0.0000000000,0.0000000000,46960.0000000000,9138235.0000000000,4936.0000000000,43258.0000000000,6390536.0000000000,2225.0000000000,0.0042973017,0.0300632061,0.0000000000,0.1051107325,0.0514355726,18693.8291666667,2786.6980345444,0.0000000000,1851.3442058347,2872.1510112360,80.3330229727,83.7770774768,0.0000000000,194.5961456559,147.7307318877,12984.7809557563,1.0945083350,0.0047034325,0.0329044297,0.0000000000,0.1150445729,0.0562966629,0.2941504481,0.7058495519,2990.4430305451,19.1375000000,24.6250000000,0.2709598077,0.9452864077,0.0547135923,0.0356427181,0.0834714957,0.8507472130,10.8625000000,#REF!,649136.1410339940,191346.0794636420,35.4267200909,17.8331763536,8.9295522438,0.0041475000,0.0383388043,Tort,Proportional Comparative Fault 51%,N,544748.2500000000,29239.2435000000,18.6307231239
Virginia,VA,2014.0000000000,Q3,2014 Q3,1114967.0000000000,118683231.0000000000,8575.0000000000,1114967.0000000000,115546229.0000000000,40732.0000000000,0.0000000000,0.0000000000,0.0000000000,933455.0000000000,62171856.0000000000,60449.0000000000,882512.0000000000,140594443.0000000000,55352.0000000000,0.0076908106,0.0365320229,0.0000000000,0.0647583440,0.0627209602,13840.6100291545,2836.7433222037,0.0000000000,1028.5009843008,2540.0065580286,106.4455100465,103.6319720673,0.0000000000,66.6040205473,159.3116501532,14132.1993377354,1.0056432580,0.0077342118,0.0367381826,0.0000000000,0.0651237920,0.0630749107,0.7072235711,0.2927764289,2832.0178730962,27.2750000000,30.6250000000,0.3965967530,0.7135281902,0.2864718098,0.0380634090,0.0612359694,0.8698242566,11.3300000000,#REF!,984990.7665430380,227382.2602197400,21.2605151438,20.8956528609,2.6881218880,0.0042200000,0.0309319878,Tort,Pure Contributory Negligence,O,5727488.5000000000,162422.4575000000,35.2629099951
Washington,WA,2014.0000000000,Q3,2014 Q3,717356.0000000000,101630407.0000000000,7101.0000000000,717356.0000000000,77037892.0000000000,25013.0000000000,661497.0000000000,29086843.0000000000,9988.0000000000,624264.0000000000,32112174.0000000000,39976.0000000000,564752.0000000000,85420350.0000000000,28455.0000000000,0.0098988508,0.0348683220,0.0150990859,0.0640370100,0.0503849477,14312.1260385861,3079.9141246552,2912.1789146976,803.2863217931,3001.9451765946,141.6735999978,107.3914374453,43.9712394765,51.4400542078,151.2528508089,10759.9729356081,1.3208166107,0.0130745665,0.0460546589,0.0199431234,0.0845811465,0.0665492759,0.7264126653,0.2735873347,2596.2658612203,26.2000000000,28.9000000000,0.4391829853,0.7257239205,0.2742760795,0.0377645968,0.0557216262,0.8256163214,9.7025000000,#REF!,768424.1259503590,138570.4544052450,50.6349824504,13.0759486120,5.2698554680,0.0051175000,0.0304222418,Tort,Pure Comparative Fault,O,5376261.7500000000,169516.2250000000,31.7153225303
West Virginia,WV,2014.0000000000,Q3,2014 Q3,211005.0000000000,26443588.0000000000,1515.0000000000,211005.0000000000,18460737.0000000000,5826.0000000000,0.0000000000,0.0000000000,0.0000000000,162850.0000000000,15726232.0000000000,10188.0000000000,146550.0000000000,26040195.0000000000,6931.0000000000,0.0071799246,0.0276107201,0.0000000000,0.0625606386,0.0472944388,17454.5135313531,3168.6812564367,0.0000000000,1543.6034550452,3757.0617515510,125.3220918936,87.4895713372,0.0000000000,96.5688179306,177.6881269191,16319.4260619643,0.8708609562,0.0062527160,0.0240450981,0.0000000000,0.0544816176,0.0411868802,0.5045470292,0.4954529708,3127.8862811713,21.5500000000,30.3000000000,0.2619766501,0.7996177356,0.2003822644,0.0478250136,0.0877394473,0.9259430684,10.8800000000,#REF!,781176.9196607210,140166.2300780540,38.7210573722,16.5432739647,2.5062142312,0.0042875000,0.0411990447,Tort,Proportional Comparative Fault 50%,N,1173214.0593500000,79923.2190000000,14.6792643493
Wisconsin,WI,2014.0000000000,Q3,2014 Q3,575022.0000000000,58632715.0000000000,2902.0000000000,575022.0000000000,40856306.0000000000,13096.0000000000,0.0000000000,0.0000000000,0.0000000000,504070.0000000000,41356466.0000000000,27348.0000000000,487623.0000000000,52430724.0000000000,18438.0000000000,0.0050467634,0.0227747808,0.0000000000,0.0542543694,0.0378119982,20204.2436250861,3119.7545815516,0.0000000000,1512.2299985374,2843.6231695412,101.9660378212,71.0517267165,0.0000000000,82.0450850080,107.5230741782,14319.1430158529,0.9925140750,0.0050089837,0.0226042905,0.0000000000,0.0538482253,0.0375289404,0.4838467053,0.5161532947,2256.6900220920,20.9000000000,24.5750000000,0.3438370405,0.6505599087,0.3494400913,0.0462101165,0.0771428553,0.8896545506,9.5175000000,#REF!,558326.5321070940,166520.6229764040,27.2788535226,3.9001445212,1.3299451182,0.0059500000,0.0364608156,Tort,Proportional Comparative Fault 51%,O,4184002.2500000000,238185.9712500000,17.5661153679
Wyoming,WY,2014.0000000000,Q3,2014 Q3,82299.0000000000,4271300.0000000000,314.0000000000,82299.0000000000,5685839.0000000000,1731.0000000000,0.0000000000,0.0000000000,0.0000000000,61618.0000000000,18735164.0000000000,7639.0000000000,59595.0000000000,7558139.0000000000,2195.0000000000,0.0038153562,0.0210330624,0.0000000000,0.1239735142,0.0368319490,13602.8662420382,3284.7134604275,0.0000000000,2452.5676135620,3443.3435079727,51.8997800702,69.0875830812,0.0000000000,304.0534259470,126.8250524373,22250.8683052076,0.6387144443,0.0024369231,0.0134341207,0.0000000000,0.0791836743,0.0235250978,0.3083636579,0.6916363421,2334.8158799724,16.4250000000,22.5750000000,0.3364350689,0.8043646694,0.1956353306,0.0512296917,0.0683228075,0.8784614680,4.7525000000,#REF!,449753.8096682490,121320.3703101170,40.2533778543,10.6323309382,4.3806339443,0.0089325000,0.0324293588,Tort,Proportional Comparative Fault 51%,N,423358.5000000000,60399.2815000000,7.0093300696
Alabama,AL,2014.0000000000,Q4,2014 Q4,708350.0000000000,71714130.0000000000,4950.0000000000,708350.0000000000,70082877.0000000000,20198.0000000000,0.0000000000,0.0000000000,0.0000000000,550364.0000000000,40849498.0000000000,29477.0000000000,530574.0000000000,100631785.0000000000,28559.0000000000,0.0069880709,0.0285141526,0.0000000000,0.0535590991,0.0538266104,14487.7030303030,3469.7929002872,0.0000000000,1385.8092071785,3523.6452606884,101.2410955036,98.9382042775,0.0000000000,74.2226926180,189.6658807254,16917.6590956249,0.8400660460,0.0058704411,0.0239537714,0.0000000000,0.0449931806,0.0452179078,0.5788899924,0.4211100076,2629.8223462519,21.9000000000,28.1000000000,0.3054897929,0.8109669295,0.1890330705,0.0549802115,0.0860374562,0.9445454029,14.0075000000,#REF!,657965.2001640960,178060.5381069900,17.7298493204,0.6133711407,3.5538460137,0.0000400000,0.0351668660,Tort,Pure Contributory Negligence,N,3881542.0000000000,213075.0490000000,18.2167833269
Alaska,AK,2014.0000000000,Q4,2014 Q4,98305.0000000000,12891034.0000000000,628.0000000000,98305.0000000000,10625770.0000000000,2745.0000000000,0.0000000000,0.0000000000,0.0000000000,81353.0000000000,4314255.0000000000,5257.0000000000,70154.0000000000,13470008.0000000000,3606.0000000000,0.0063882814,0.0279232999,0.0000000000,0.0646196207,0.0514012031,20527.1242038217,3870.9544626594,0.0000000000,820.6686322998,3735.4431503051,131.1330451147,108.0898224912,0.0000000000,53.0312957113,192.0062719161,9133.5379573723,1.5560181663,0.0099402819,0.0434491620,0.0000000000,0.1005493037,0.0799812057,0.5848594497,0.4151405503,1585.3797581753,19.3000000000,18.9000000000,0.4855743234,0.5185213965,0.4814786035,0.0388589246,0.0348306704,0.8148469841,9.1875000000,#REF!,513221.2535465340,77008.1713661028,156.9840366648,46.3730133950,10.1733603536,0.0043900000,0.0358424084,Tort,Pure Comparative Fault,N,531744.0000000000,31716.4580000000,16.7655543378
Arizona,AZ,2014.0000000000,Q4,2014 Q4,730171.0000000000,111145271.0000000000,7321.0000000000,730171.0000000000,81087976.0000000000,24114.0000000000,0.0000000000,0.0000000000,0.0000000000,612301.0000000000,56747054.0000000000,94229.0000000000,591092.0000000000,101227326.0000000000,29631.0000000000,0.0100264185,0.0330251407,0.0000000000,0.1538932649,0.0501292523,15181.7061876793,3362.6928755080,0.0000000000,602.2249413662,3416.2642502784,152.2181393126,111.0534052982,0.0000000000,92.6783624394,171.2547725227,12829.4324114103,1.1077614760,0.0111068801,0.0365839786,0.0000000000,0.1704770303,0.0555312545,0.7518602395,0.2481397605,2215.8561173138,24.2000000000,27.6000000000,0.3511833076,0.8477749551,0.1522250449,0.0342967688,0.0634122530,0.8737102662,2.7675000000,#REF!,772700.9973891680,189877.9220701980,13.9674073181,2.3945591196,3.0499561761,0.0055000000,0.0342889691,Tort,Pure Comparative Fault,N,4881801.0000000000,142789.7540000000,34.1887345783
Arkansas,AR,2014.0000000000,Q4,2014 Q4,278130.0000000000,23907857.0000000000,2366.0000000000,278130.0000000000,29606517.0000000000,8696.0000000000,0.0000000000,0.0000000000,0.0000000000,209602.0000000000,22021809.0000000000,12653.0000000000,203489.0000000000,37836558.0000000000,10557.0000000000,0.0085068134,0.0312659548,0.0000000000,0.0603667904,0.0518799542,10104.7578191040,3404.6132704692,0.0000000000,1740.4417134277,3584.0255754476,85.9592888218,106.4484845216,0.0000000000,105.0648801061,185.9390827023,16110.7983850591,0.8821382184,0.0075041852,0.0275808936,0.0000000000,0.0532518529,0.0457652904,0.5168713430,0.4831286570,1750.6250908097,19.3000000000,25.2000000000,0.2961986691,0.7215467699,0.2784532301,0.0391799128,0.0827118866,0.9341580284,11.9775000000,#REF!,476386.4314095760,94804.0616275562,40.6713973096,8.1063462056,2.8588382911,0.0032400000,0.0384045751,Tort,Proportional Comparative Fault 50%,C,2111873.0000000000,210304.1000000000,10.0419963282
California,CA,2014.0000000000,Q4,2014 Q4,3024660.0000000000,371117720.0000000000,30557.0000000000,3024660.0000000000,394082227.0000000000,123432.0000000000,0.0000000000,0.0000000000,0.0000000000,2379934.0000000000,141113580.0000000000,99563.0000000000,2346233.0000000000,627258451.0000000000,164397.0000000000,0.0101026231,0.0408085537,0.0000000000,0.0418343534,0.0700684885,12145.0967045194,3192.7071342926,0.0000000000,1417.3295300463,3815.5103256142,122.6973345764,130.2897605020,0.0000000000,59.2930644295,267.3470414064,13414.4422941341,1.0594514981,0.0107032392,0.0432346833,0.0000000000,0.0443214684,0.0742341651,0.8424540597,0.1575459403,3247.6515688422,28.1000000000,28.8000000000,0.4094979343,0.5475136809,0.4524863191,0.0348964223,0.0519672357,0.8398965026,4.9750000000,#REF!,1153868.8016912300,308472.3543721470,14.1897517247,6.1472517705,5.7372020531,0.0062600000,0.0315878200,Tort,Pure Comparative Fault,N,24813346.0000000000,413023.2080000000,60.0773649504
Colorado,CO,2014.0000000000,Q4,2014 Q4,704716.0000000000,83983929.0000000000,5012.0000000000,704716.0000000000,74920356.0000000000,22678.0000000000,0.0000000000,0.0000000000,0.0000000000,572635.0000000000,199072679.0000000000,85735.0000000000,559716.0000000000,102511427.0000000000,28542.0000000000,0.0071120849,0.0321803393,0.0000000000,0.1497201533,0.0509937182,16756.5700319234,3303.6579945322,0.0000000000,2321.9534495830,3591.5992922710,119.1741481675,106.3128352414,0.0000000000,347.6432264881,183.1490023512,12614.1063297473,1.1266712530,0.0080129816,0.0362566632,0.0000000000,0.1686853928,0.0574531564,0.7056951568,0.2943048432,3094.7376203960,24.7000000000,27.9000000000,0.4221182472,0.5892561662,0.4107438338,0.0388266662,0.0613432382,0.8525604207,4.7850000000,#REF!,750995.4387901350,103988.9399291470,22.6984953622,8.7311578502,3.6670507761,0.0071800000,0.0303414516,Tort,Proportional Comparative Fault 50%,N,3883362.0000000000,184665.8960000000,21.0291238616
Connecticut,CT,2014.0000000000,Q4,2014 Q4,370843.0000000000,92186313.0000000000,3897.0000000000,370843.0000000000,50928627.0000000000,14908.0000000000,0.0000000000,0.0000000000,0.0000000000,320851.0000000000,18741414.0000000000,18660.0000000000,283350.0000000000,62924324.0000000000,17197.0000000000,0.0105084901,0.0402003004,0.0000000000,0.0581578365,0.0606917240,23655.7128560431,3416.1944593507,0.0000000000,1004.3630225080,3659.0291329883,248.5858247291,137.3320434793,0.0000000000,58.4115804532,222.0727863067,12267.1522419283,1.1585371001,0.0121744757,0.0465735394,0.0000000000,0.0673780112,0.0703136139,0.8999818442,0.1000181558,3558.5625286897,25.0000000000,27.8000000000,0.3500693678,0.7178265014,0.2821734986,0.0351417532,0.0769896656,0.8620792786,11.2525000000,#REF!,819726.8013890900,269740.0559436930,24.3368501498,4.1807850875,0.5716518260,0.0035100000,0.0309381553,Tort,Proportional Comparative Fault 51%,N,2542588.0000000000,45809.1900000000,55.5038847009
Delaware,DE,2014.0000000000,Q4,2014 Q4,131115.0000000000,25475302.0000000000,1392.0000000000,131115.0000000000,15938184.0000000000,5039.0000000000,131115.0000000000,13370899.0000000000,3185.0000000000,109893.0000000000,8885156.0000000000,5544.0000000000,104639.0000000000,18918093.0000000000,6382.0000000000,0.0106166343,0.0384319109,0.0242916524,0.0504490732,0.0609906440,18301.2227011494,3162.9656677912,4198.0844583987,1602.6616161616,2964.2890943278,194.2973877893,121.5588147809,101.9784082676,80.8527931715,180.7939009356,13103.5935091056,1.0845842383,0.0115146342,0.0416826448,0.0263463433,0.0547162696,0.0661494912,0.7006179638,0.2993820362,4598.0500505550,24.3000000000,27.4500000000,0.3138275820,0.5427234671,0.4572765329,0.0484618672,0.0786592185,0.8912426455,11.2525000000,#REF!,884816.7440466400,457696.1624850450,24.9594545951,31.2037730377,9.8479601225,0.0004600000,0.0391775104,Tort,Proportional Comparative Fault 51%,C,732349.0000000000,13875.7200000000,52.7791710989
Dist. of Columbia,DC,2014.0000000000,Q4,2014 Q4,51495.0000000000,8993954.0000000000,761.0000000000,51495.0000000000,7790007.0000000000,3072.0000000000,51495.0000000000,551584.0000000000,601.0000000000,43450.0000000000,3936217.0000000000,2263.0000000000,41436.0000000000,10262940.0000000000,4409.0000000000,0.0147781338,0.0596562773,0.0116710360,0.0520828539,0.1064050584,11818.5992115637,2535.8095703125,917.7770382696,1739.3800265135,2327.7251077342,174.6568404699,151.2769589281,10.7114088746,90.5918757192,247.6817260353,8401.0997957232,1.6916774387,0.0249998355,0.1009191784,0.0197436283,0.0881073888,0.1800030367,1.0000000000,0.0000000000,43277.1330094568,29.3000000000,,0.3996171290,0.0000000000,1.0000000000,0.0010693124,0.0497218359,0.3818434642,0.0000000000,#REF!,1029040.5934549700,,78.9051851386,15.4760127621,,0.0000200000,0.0209554607,Tort,Pure Contributory Negligence,O,419896.0000000000,3428.0360000000,122.4887953335
Florida,FL,2014.0000000000,Q4,2014 Q4,2027550.0000000000,415372001.0000000000,19608.0000000000,2134287.0000000000,248431436.0000000000,79984.0000000000,2118905.0000000000,282410935.0000000000,53328.0000000000,1818398.0000000000,81055952.0000000000,84735.0000000000,1739431.0000000000,311045044.0000000000,94324.0000000000,0.0096707849,0.0374757472,0.0251677163,0.0465987094,0.0542269282,21183.8025805794,3106.0141528306,5295.7346047105,956.5817194784,3297.6235528604,204.8639989149,116.4002010976,133.2815463648,44.5754735762,178.8199957342,14465.0586058511,0.9825021365,0.0095015669,0.0368200017,0.0247273351,0.0457833316,0.0532780728,0.8417981778,0.1582018222,4483.5705212665,26.2000000000,29.4000000000,0.3273381472,0.9140742015,0.0859257985,0.0320550350,0.0888887002,0.8880785038,14.7825000000,#REF!,868198.3902456100,410345.7613730790,22.9158164782,4.4355014355,1.8952608165,0.0030800000,0.0346372521,Tort,Pure Comparative Fault,C,13898347.0000000000,272434.8640000000,51.0153025055
Georgia,GA,2014.0000000000,Q4,2014 Q4,1263159.0000000000,234991711.0000000000,16042.0000000000,1263159.0000000000,162116863.0000000000,51161.0000000000,0.0000000000,0.0000000000,0.0000000000,974660.0000000000,74998563.0000000000,43225.0000000000,927971.0000000000,175238510.0000000000,52141.0000000000,0.0126999056,0.0405024229,0.0000000000,0.0443487986,0.0561881783,14648.5295474380,3168.7586833721,0.0000000000,1735.0737536148,3360.8582497459,186.0349417611,128.3424042421,0.0000000000,76.9484363778,188.8405025588,16771.0698929574,0.8474087268,0.0107620108,0.0343221066,0.0000000000,0.0375815589,0.0476143526,0.7685423660,0.2314576340,2869.1706323139,27.6000000000,27.6000000000,0.3521880429,0.8008500401,0.1991499599,0.0411279925,0.0547129706,0.8972385381,12.8525000000,#REF!,772942.0688066600,161918.8668553070,10.2991356754,2.8476379923,1.9731403620,0.0034600000,0.0312693988,Tort,Proportional Comparative Fault 50%,N,6650434.0000000000,270335.4400000000,24.6006738887
